ID_Client,ID_Shop,Sex,Age,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,MONTHS_IN_RESIDENCE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,TARGET_LABEL_BAD,BIN_FLAG_MOTHERS_NAME,BIN_FLAG_FATHERS_NAME,BIN_FLAG_RESIDENCE_TOWN_WORKING_TOWN,BIN_FLAG_RESIDENCE_STATE_WORKING_STATE,BIN_FLAG_RESIDENCIAL_ADDRESS_POSTAL_ADDRESS,CAT_MARITAL_STATUS,CAT_RESIDENCE_TYPE
10925,22,0,21,50,23,0,36,36,707,0.0,328.0,0,0,1,1,0,1,1,0,0
10926,1,1,41,31,8,0,12,84,53,0.0,1259.0,0,0,1,1,0,1,1,1,1
10927,24,0,19,31,12,0,228,12,514,0.0,461.0,1,0,1,1,1,1,1,0,0
10928,16,1,55,31,20,0,228,12,205,0.0,600.0,0,0,1,1,0,1,1,0,0
10929,1,1,53,50,28,0,600,156,165,0.0,450.0,0,0,1,1,0,1,1,1,1
10930,3,1,32,50,18,0,48,12,72,0.0,320.0,0,1,1,1,1,1,1,0,1
10931,3,0,51,31,18,0,360,240,702,0.0,1160.0,0,0,1,1,0,1,1,1,0
10932,16,1,28,31,18,0,120,12,36,0.0,456.0,0,1,1,1,1,1,1,1,0
10933,25,1,59,31,8,0,708,384,4,0.0,1150.0,0,0,1,1,0,1,1,1,0
10934,23,1,27,31,18,0,12,12,210,0.0,1200.0,0,0,1,1,1,1,1,0,2
10935,1,0,22,31,12,0,60,12,26,0.0,230.0,0,1,1,1,1,1,1,0,0
10936,20,0,24,31,8,0,12,12,40,0.0,200.0,0,0,1,1,1,1,1,0,0
10937,19,1,20,50,28,0,120,12,78,0.0,180.0,0,0,1,1,1,1,1,0,0
10938,24,0,34,31,8,0,72,180,999,0.0,1373.0,1,0,1,1,1,1,1,1,0
10939,15,1,52,31,12,0,240,348,35,0.0,500.0,1,0,1,1,1,1,1,1,0
10940,22,1,33,50,8,0,60,60,131,0.0,480.0,0,0,1,1,0,1,1,2,0
10941,15,0,41,31,18,0,24,12,113,0.0,2000.0,0,0,1,1,1,1,1,0,0
10942,13,0,20,50,28,0,240,12,78,0.0,240.0,0,0,1,1,0,1,1,0,0
10943,24,1,22,50,18,0,48,36,205,0.0,200.0,0,0,1,1,1,1,1,2,0
10944,22,1,20,31,18,0,180,24,61,0.0,180.0,0,0,1,1,0,1,1,0,0
10945,4,1,36,31,3,0,120,0,305,0.0,1600.0,1,0,1,1,0,1,1,1,0
10946,11,1,26,31,25,0,240,216,950,0.0,1500.0,0,0,1,1,0,1,1,0,0
10947,25,1,36,31,20,0,384,12,205,0.0,650.0,0,0,1,1,0,1,0,1,0
10948,55,0,36,31,12,0,24,0,13,0.0,303.0,0,0,1,1,0,1,1,1,0
10949,10,0,50,31,18,0,156,0,211,0.0,1240.0,1,0,1,1,1,1,1,1,0
10950,25,1,21,31,12,0,240,48,999,0.0,1000.0,0,0,1,1,0,1,1,0,0
10951,22,1,22,31,28,0,264,12,713,0.0,682.0,0,0,1,1,0,1,1,1,0
10952,23,1,22,50,25,0,36,0,165,0.0,300.0,0,0,1,0,0,1,1,0,1
10953,10,1,51,31,23,0,12,0,703,0.0,518.0,0,0,1,1,0,1,1,3,0
10954,55,1,24,50,28,0,168,120,251,0.0,800.0,0,0,1,1,0,1,1,2,0
10955,19,1,59,31,8,0,12,0,720,3616.0,0.0,0,0,1,1,0,1,1,1,0
10956,55,1,34,31,25,0,60,72,305,0.0,1100.0,0,0,1,1,1,1,1,0,1
10957,19,1,23,31,18,0,276,12,999,0.0,377.0,0,0,1,1,1,1,1,0,0
10958,25,1,54,31,8,0,216,240,707,0.0,769.0,0,0,1,1,1,1,1,4,0
10959,3,0,25,31,12,2,60,12,218,0.0,334.0,0,0,1,1,1,1,1,1,0
10960,55,1,22,31,20,0,264,12,950,0.0,200.0,0,0,1,1,0,1,1,0,0
10961,22,1,29,50,12,0,60,12,508,0.0,761.0,1,0,1,1,1,1,1,0,0
10962,15,1,39,31,20,0,72,12,732,0.0,637.0,0,0,1,1,1,1,1,1,0
10963,4,0,34,31,8,0,60,12,706,0.0,350.0,0,1,1,1,0,1,1,1,0
10964,6,1,27,5,12,0,96,12,30,0.0,280.0,0,0,1,1,0,0,1,0,0
10965,55,1,19,31,20,0,48,48,950,0.0,270.0,0,1,1,1,0,0,1,0,0
10966,7,1,22,5,18,0,240,36,853,0.0,300.0,0,0,1,1,1,1,1,0,2
10967,55,1,51,31,20,0,192,12,703,0.0,900.0,0,0,1,1,0,1,1,3,0
10968,6,0,19,23,8,0,228,12,218,0.0,255.0,0,0,1,1,1,1,1,0,0
10969,20,1,21,31,20,0,12,12,40,0.0,328.0,0,0,1,1,1,1,1,0,1
10970,22,1,20,50,28,0,144,24,131,0.0,380.0,0,0,1,1,0,1,1,0,2
10971,20,1,50,31,18,0,36,12,35,0.0,1027.0,0,0,1,1,0,1,1,1,0
10972,25,1,25,31,12,0,24,0,60,0.0,260.0,0,0,1,1,0,1,1,0,0
10973,23,0,45,31,3,0,120,132,999,0.0,1212.0,1,0,1,1,1,1,1,1,0
10974,22,1,21,31,12,0,12,12,60,0.0,220.0,0,1,1,1,0,1,1,0,0
10975,23,1,54,31,18,0,312,0,13,650.0,520.0,0,0,1,1,0,1,1,1,0
10976,24,1,24,31,8,0,36,12,992,0.0,421.0,0,0,1,1,1,1,1,1,0
10977,55,1,39,50,18,0,36,24,722,0.0,3400.0,0,1,1,1,0,1,1,0,3
10978,7,0,22,5,12,0,108,12,265,0.0,480.0,0,0,1,1,1,1,1,0,2
10979,55,1,21,50,18,0,120,12,139,0.0,270.0,0,0,1,1,1,1,1,0,0
10980,25,0,29,50,8,0,168,0,40,0.0,350.0,0,0,1,1,0,1,1,0,0
10981,19,1,23,31,12,0,120,12,801,0.0,248.0,0,0,1,1,1,1,1,0,0
10982,8,1,41,31,8,0,108,24,2,0.0,1200.0,0,0,1,1,0,1,1,0,0
10983,25,1,34,31,12,0,156,0,251,0.0,750.0,0,0,1,1,1,1,1,0,0
10984,19,1,34,31,20,0,72,84,999,0.0,1008.0,2,0,1,1,1,1,1,1,0
10985,14,0,28,31,3,0,336,72,35,0.0,706.0,0,0,1,1,1,1,1,0,0
10986,22,1,30,31,1,0,120,60,950,700.0,300.0,0,1,1,1,0,1,1,1,0
10987,25,1,33,31,8,0,12,12,950,0.0,400.0,0,0,1,1,0,1,1,1,0
10988,25,1,20,31,20,0,24,12,100,0.0,450.0,0,0,0,1,0,1,1,0,1
10989,25,1,70,31,12,0,240,120,131,0.0,1130.0,0,0,1,1,0,1,1,3,1
10990,12,1,20,31,25,0,84,120,131,0.0,280.0,0,0,1,1,1,1,1,0,3
10991,22,1,26,50,28,0,72,12,165,0.0,450.0,0,0,1,1,0,1,1,2,0
10992,20,1,19,31,20,0,228,12,60,0.0,227.0,0,1,1,0,1,1,1,0,2
10993,16,1,20,31,28,0,228,12,950,0.0,250.0,0,1,1,1,0,1,1,0,0
10994,25,0,25,50,25,0,300,0,508,0.0,500.0,0,0,1,1,0,1,1,0,2
10995,21,1,29,31,23,0,36,0,950,0.0,400.0,0,0,1,1,0,1,1,0,1
10996,15,1,34,31,3,0,84,168,30,0.0,197.0,0,1,1,1,1,1,0,4,0
10997,55,1,27,31,12,0,72,12,999,0.0,200.0,0,0,1,1,1,1,1,0,0
10998,23,1,27,31,25,0,144,12,30,0.0,266.0,0,0,1,1,1,1,1,2,0
10999,10,1,52,31,3,0,144,0,999,0.0,200.0,0,0,1,1,0,1,1,1,0
11000,25,0,39,31,12,0,120,12,26,0.0,219.0,0,0,1,1,1,1,1,2,0
11001,21,1,18,31,18,0,96,12,807,0.0,199.0,0,1,1,1,1,1,1,0,3
11002,96,1,23,50,28,0,12,0,950,0.0,400.0,0,1,1,1,0,1,1,0,0
11003,18,1,22,23,12,0,12,12,131,0.0,372.0,0,1,1,1,1,1,1,1,1
11004,25,1,45,50,12,0,0,0,60,0.0,192.0,0,0,1,1,1,1,1,0,0
11005,23,0,33,31,12,0,120,12,950,0.0,232.0,0,1,1,1,0,1,1,1,0
11006,22,0,57,50,8,0,0,456,515,0.0,1348.0,0,0,1,1,0,1,1,2,0
11007,22,1,33,31,20,0,72,108,41,0.0,1060.0,1,0,1,1,0,1,1,3,1
11008,24,0,33,50,12,0,180,36,110,0.0,400.0,0,0,1,1,1,1,1,1,2
11009,9,0,27,50,20,0,48,12,950,0.0,850.0,0,0,1,1,0,1,1,1,0
11010,12,0,46,31,28,0,276,0,702,0.0,544.0,1,0,1,1,1,1,1,1,0
11011,55,1,31,31,12,0,24,24,205,0.0,540.0,0,0,1,1,0,1,1,0,3
11012,10,1,41,31,28,0,180,24,205,0.0,180.0,0,0,1,1,0,1,1,0,0
11013,9,1,57,5,12,0,240,0,720,610.0,0.0,0,1,1,1,0,1,1,1,0
11014,15,1,33,31,25,0,180,12,30,0.0,229.0,0,0,1,1,1,1,1,1,0
11015,55,1,27,31,12,0,24,48,950,0.0,2000.0,0,0,1,1,0,1,1,0,0
11016,21,1,32,31,8,0,36,108,205,0.0,500.0,0,1,1,1,1,1,1,0,3
11017,20,0,22,50,12,0,24,24,855,0.0,295.0,0,0,1,1,1,1,1,0,0
11018,12,0,19,31,28,0,216,60,706,0.0,480.0,0,1,1,1,0,1,1,0,3
11019,10,0,23,50,12,0,276,12,514,0.0,700.0,1,1,1,1,0,1,1,0,2
11020,16,0,39,31,1,0,468,0,999,0.0,1268.0,0,0,1,1,0,1,1,0,0
11021,55,1,26,31,8,0,144,36,51,0.0,554.0,0,0,1,1,0,1,1,0,1
11022,2,1,18,31,28,0,240,36,950,0.0,350.0,0,0,1,1,0,1,1,0,0
11023,6,1,21,23,25,0,48,36,136,0.0,240.0,0,0,1,1,1,1,1,0,0
11024,22,0,61,50,8,0,204,72,26,0.0,328.0,1,0,1,0,0,1,1,1,0
11025,11,1,19,31,18,0,228,12,203,0.0,325.0,0,0,1,1,1,1,1,0,3
11026,11,1,54,31,8,0,72,24,950,0.0,440.0,0,0,1,1,0,1,1,1,0
11027,25,0,21,31,20,0,72,24,950,0.0,300.0,0,0,1,1,1,1,1,0,1
11028,9,0,27,5,20,0,24,36,79,0.0,470.0,0,0,1,1,0,1,1,1,1
11029,10,0,36,31,12,0,168,204,999,0.0,552.0,1,0,1,1,1,1,1,1,3
11030,25,1,32,31,18,0,36,24,72,0.0,400.0,0,0,1,1,1,1,1,1,1
11031,25,1,52,31,18,0,420,24,855,0.0,401.0,0,0,1,1,1,1,1,0,1
11032,19,0,47,31,18,0,120,12,509,0.0,1136.0,1,0,1,1,1,1,1,1,0
11033,55,1,28,31,12,0,48,48,38,0.0,351.0,0,0,1,1,1,1,1,1,0
11034,10,1,18,31,23,0,12,12,39,0.0,21351130.0,0,1,1,0,1,1,1,0,0
11035,7,0,34,5,20,0,120,36,79,0.0,1408.0,0,0,1,1,0,1,1,1,0
11036,2,0,61,31,23,0,216,216,717,0.0,800.0,0,1,1,1,1,1,1,3,0
11037,22,1,48,50,20,0,240,72,950,0.0,900.0,0,0,1,1,0,1,1,1,0
11038,5,1,24,50,28,0,60,0,855,0.0,180.0,0,0,1,1,1,1,0,1,0
11039,55,0,22,31,18,0,240,0,952,0.0,350.0,0,0,1,1,1,1,1,2,0
11040,25,1,34,50,8,0,120,120,4,0.0,500.0,0,0,1,1,1,1,1,0,0
11041,12,1,60,31,12,0,300,0,13,0.0,235.0,0,0,1,1,0,1,1,1,0
11042,24,0,21,31,18,0,252,12,26,0.0,372.0,0,0,1,1,1,1,1,0,0
11043,25,1,45,31,25,0,144,0,123,0.0,600.0,0,0,1,1,1,1,1,4,0
11044,24,0,67,50,8,0,612,156,13,0.0,3036.0,0,0,1,1,0,1,1,1,0
11045,23,1,24,31,18,3,24,12,26,0.0,201.0,0,1,1,0,1,1,1,0,0
11046,23,1,42,31,20,0,12,12,950,0.0,226.0,0,0,1,1,0,1,1,1,1
11047,6,0,35,5,3,0,12,36,264,0.0,1900.0,0,0,1,1,1,1,1,1,0
11048,22,0,40,50,12,0,120,48,950,0.0,1200.0,0,0,1,1,0,1,1,1,0
11049,19,0,30,31,28,0,120,12,26,0.0,370.0,0,0,1,1,1,1,1,1,0
11050,24,1,47,50,20,0,360,252,165,0.0,600.0,0,0,1,1,0,1,1,1,0
11051,15,1,32,31,3,0,120,0,999,0.0,0.0,0,0,1,1,0,1,1,1,0
11052,19,1,47,31,18,0,144,12,712,0.0,221.0,0,0,1,1,1,1,1,1,0
11053,1,0,31,50,8,0,96,12,508,0.0,215.0,0,1,1,1,0,1,1,0,0
11054,22,0,23,50,12,0,240,12,514,0.0,1277.0,1,0,1,1,0,1,1,0,0
11055,25,1,52,50,18,0,96,36,26,0.0,395.0,0,0,1,1,1,1,1,0,0
11056,10,1,61,31,12,0,336,0,703,0.0,1231.0,0,0,1,1,0,1,1,3,0
11057,6,1,19,50,25,0,228,12,950,0.0,180.0,0,0,1,1,1,1,1,0,0
11058,25,1,39,31,8,0,180,24,807,0.0,217.0,0,0,1,1,1,1,1,1,0
11059,18,1,42,50,28,0,264,264,712,0.0,451.0,0,0,1,1,1,1,1,1,0
11060,25,1,59,31,12,0,228,312,999,0.0,1390.0,0,0,1,1,1,1,1,1,0
11061,23,1,47,31,12,0,180,180,38,0.0,509.0,1,0,1,1,1,1,1,1,0
11062,22,1,23,31,12,0,60,0,720,529.0,0.0,0,0,1,1,0,1,1,1,0
11063,22,1,37,50,25,0,24,36,853,0.0,385.0,1,0,1,1,0,1,1,2,0
11064,17,0,22,31,12,0,72,12,652,0.0,232.0,0,1,1,1,1,1,1,1,0
11065,55,1,50,31,12,0,84,372,150,0.0,700.0,0,0,1,1,1,1,1,4,1
11066,13,1,27,50,8,0,48,72,165,0.0,440.0,0,0,1,1,1,1,1,1,0
11067,1,1,34,31,20,0,36,60,513,0.0,2500.0,0,0,1,1,0,1,1,1,0
11068,19,1,59,50,8,0,144,0,703,0.0,619.0,1,0,1,1,0,1,1,3,0
11069,24,1,47,31,20,0,12,24,100,0.0,450.0,0,1,1,1,1,1,1,1,1
11070,12,0,22,31,8,0,180,24,159,0.0,500.0,0,1,1,1,0,1,1,0,0
11071,66,0,48,31,12,0,576,36,999,0.0,700.0,0,0,1,1,1,1,1,4,2
11072,24,1,36,31,8,0,12,12,168,0.0,665.0,0,0,1,1,0,1,1,2,1
11073,19,1,26,31,25,0,120,12,60,0.0,400.0,0,1,1,1,0,1,1,1,0
11074,18,1,22,23,8,0,252,12,853,0.0,250.0,0,0,1,1,1,1,1,0,0
11075,24,1,42,31,28,0,60,12,999,0.0,1500.0,0,0,1,1,1,1,1,4,2
11076,24,1,21,31,25,0,252,24,712,0.0,500.0,0,1,1,1,0,1,1,1,0
11077,22,0,19,31,25,0,204,60,504,0.0,277.0,0,1,1,0,1,1,1,0,0
11078,25,1,37,31,1,0,12,120,137,0.0,600.0,0,0,1,1,1,1,1,1,0
11079,96,0,41,31,12,0,492,12,707,0.0,343.0,0,0,1,1,1,1,1,0,0
11080,16,1,56,31,25,0,60,12,855,0.0,290.0,0,0,1,1,0,1,1,1,0
11081,24,1,33,31,12,0,36,84,863,0.0,806.0,1,1,1,1,1,1,1,4,1
11082,12,0,39,50,8,0,252,12,806,0.0,220.0,0,1,1,1,0,1,1,0,0
11083,25,1,20,31,12,0,240,12,992,0.0,290.0,0,0,1,1,1,1,1,0,2
11084,10,1,46,50,12,0,540,48,999,0.0,465.0,0,0,1,1,1,1,1,1,0
11085,23,1,35,31,20,0,36,60,165,0.0,300.0,0,0,1,0,0,1,1,0,0
11086,22,1,41,50,18,0,12,168,725,0.0,284.0,0,0,1,1,0,1,1,0,1
11087,7,0,47,5,8,0,108,108,514,0.0,2700.0,0,0,1,1,0,1,1,1,0
11088,25,1,33,31,18,0,48,36,130,0.0,350.0,0,1,1,1,0,1,1,0,1
11089,19,0,28,31,12,0,324,12,38,0.0,500.0,0,1,1,1,1,1,1,1,0
11090,24,0,26,31,8,0,276,84,514,0.0,1059.0,1,0,1,1,1,1,1,0,0
11091,3,1,74,31,12,0,156,240,13,0.0,1680.0,2,0,1,1,0,1,1,0,0
11092,13,1,66,31,12,0,120,0,13,0.0,1073.45,0,0,1,1,0,1,1,3,3
11093,19,1,34,31,20,0,36,0,999,0.0,500.0,0,0,1,1,0,1,1,0,0
11094,17,0,39,31,1,0,360,12,999,0.0,700.0,0,1,1,1,0,1,1,1,0
11095,4,1,48,31,20,0,120,264,13,0.0,1600.0,0,0,1,1,0,1,1,0,0
11096,25,1,22,31,20,0,96,96,26,0.0,250.0,0,0,1,1,1,1,1,0,1
11097,66,1,36,31,3,0,228,156,853,0.0,500.0,0,0,1,1,1,1,0,0,0
11098,24,1,71,31,12,0,0,264,704,0.0,475.0,0,0,1,1,0,1,1,3,1
11099,16,1,40,31,12,0,156,12,953,0.0,405.0,0,0,1,1,0,1,1,1,0
11100,23,1,41,31,20,0,48,12,522,0.0,1200.0,0,0,1,1,0,1,1,1,0
11101,25,1,60,31,12,0,96,12,13,0.0,341.0,0,0,1,1,0,1,1,0,1
11102,6,0,31,23,8,0,36,24,129,0.0,560.0,0,0,1,1,1,1,1,1,0
11103,20,1,37,31,28,0,36,12,999,0.0,484.0,0,0,1,1,1,1,1,0,0
11104,2,1,37,50,25,0,12,0,725,0.0,977.0,0,1,1,1,0,1,1,0,1
11105,12,1,48,31,20,0,60,24,254,0.0,887.0,0,0,1,1,0,1,1,0,0
11106,9,0,19,50,8,0,156,24,26,0.0,208.0,0,0,1,1,1,1,1,0,0
11107,17,1,21,31,25,0,252,12,24,0.0,172.0,0,1,1,1,1,1,1,0,2
11108,21,1,58,31,20,0,264,0,13,0.0,637.0,2,0,1,1,0,1,1,1,0
11109,19,1,19,50,3,0,216,0,999,0.0,500.0,0,0,1,1,0,1,1,0,0
11110,21,0,50,31,12,0,36,24,522,0.0,1300.0,0,0,1,1,1,1,1,4,1
11111,9,0,28,5,23,0,240,72,859,0.0,891.0,1,0,1,1,0,0,1,1,0
11112,55,1,21,31,23,0,0,0,501,0.0,400.0,0,0,1,1,0,1,1,0,1
11113,55,1,59,31,8,0,192,96,205,0.0,350.0,0,0,1,1,1,1,1,2,0
11114,15,1,60,31,12,0,720,0,999,0.0,180.0,0,0,1,1,0,1,1,1,0
11115,6,0,48,50,20,0,12,12,707,0.0,300.0,0,0,1,1,1,1,1,0,3
11116,24,0,35,31,23,0,60,48,999,0.0,1200.0,0,1,1,0,1,1,1,1,1
11117,5,0,71,50,18,0,120,0,13,0.0,360.0,0,0,1,1,0,1,1,3,0
11118,22,1,56,50,3,0,12,360,131,0.0,500.0,0,1,1,1,0,1,1,1,1
11119,11,0,20,31,8,0,192,12,40,0.0,250.0,0,0,1,1,1,1,1,0,0
11120,96,1,71,31,8,0,480,0,13,0.0,330.0,0,0,1,1,0,1,1,0,0
11121,6,1,18,5,8,0,144,36,26,0.0,180.0,0,0,1,1,1,1,1,0,2
11122,2,0,32,50,12,0,96,48,310,0.0,342.0,0,0,1,1,0,1,1,0,0
11123,16,0,26,31,18,0,12,72,110,0.0,300.0,0,0,1,1,0,1,1,0,1
11124,24,1,47,31,8,0,420,120,950,0.0,600.0,0,0,1,1,0,1,1,1,0
11125,17,0,28,31,8,0,120,120,10,0.0,1500.0,0,0,1,1,0,1,1,0,0
11126,25,0,39,50,8,0,468,24,4,0.0,1255.0,0,0,1,1,0,1,1,0,2
11127,24,1,53,31,20,0,264,24,13,0.0,871.0,0,0,1,1,0,1,1,0,1
11128,1,1,45,31,28,0,24,60,131,0.0,1000.0,0,0,1,1,0,1,1,1,0
11129,25,1,36,50,8,0,36,0,905,0.0,1299.0,0,0,1,1,1,1,1,1,0
11130,10,0,40,31,12,0,24,60,522,0.0,561.0,1,0,1,0,1,1,1,1,0
11131,1,1,41,50,12,0,300,0,65,0.0,500.0,0,0,1,1,0,1,1,1,0
11132,25,1,39,31,20,0,216,24,950,1500.0,400.0,0,0,1,1,0,1,1,1,0
11133,55,1,36,31,18,0,444,0,853,0.0,740.0,0,1,1,1,0,1,1,3,0
11134,12,1,44,31,25,0,60,12,26,0.0,220.0,0,0,1,1,0,1,1,0,0
11135,23,1,25,31,12,0,12,12,26,0.0,267.0,0,0,1,0,0,1,0,1,0
11136,20,1,23,31,20,0,36,12,999,0.0,379.0,0,0,1,1,1,1,1,1,1
11137,55,1,43,31,12,0,48,180,853,0.0,600.0,0,0,1,1,1,1,1,0,0
11138,6,1,40,24,18,0,24,60,40,500.0,230.0,0,0,1,1,1,1,1,1,0
11139,24,0,49,31,28,0,180,96,222,0.0,717.0,0,0,1,1,1,1,1,1,0
11140,25,0,31,31,12,0,36,12,116,0.0,600.0,0,0,1,0,1,1,1,0,2
11141,21,1,27,31,23,0,60,84,60,0.0,400.0,0,0,1,1,0,1,1,1,1
11142,23,1,26,50,23,3,240,60,999,0.0,220.0,0,1,1,1,1,1,1,0,0
11143,22,1,19,50,12,0,132,48,205,0.0,400.0,0,1,1,0,1,1,1,0,0
11144,24,1,30,50,28,0,36,60,950,0.0,400.0,0,0,1,1,0,1,1,0,1
11145,22,1,34,31,8,0,420,108,46,0.0,1072.0,0,0,1,1,0,1,1,1,0
11146,9,1,37,5,28,0,24,228,712,0.0,703.0,0,0,1,1,1,1,1,1,0
11147,20,1,41,31,20,0,12,108,712,0.0,360.0,0,0,1,1,1,1,1,0,0
11148,55,1,37,50,8,0,36,36,205,0.0,220.0,0,0,1,1,1,1,1,4,3
11149,23,1,24,31,25,0,24,24,159,0.0,450.0,0,0,1,1,1,1,1,0,0
11150,2,0,29,50,20,0,240,36,521,0.0,450.0,0,0,1,1,1,1,1,0,0
11151,11,1,61,31,18,0,276,24,703,0.0,600.0,0,0,1,1,0,1,1,3,0
11152,1,1,39,31,8,0,96,24,717,0.0,700.0,0,0,1,1,1,1,1,0,1
11153,22,1,40,50,18,0,144,180,950,0.0,800.0,0,0,1,1,0,1,1,1,0
11154,21,0,51,31,28,0,96,0,999,0.0,1200.0,0,0,1,1,1,1,1,0,0
11155,22,0,52,50,12,0,384,12,522,0.0,757.0,1,0,1,1,0,1,1,1,0
11156,5,1,19,50,18,0,216,0,950,0.0,250.0,0,0,1,1,1,1,1,0,2
11157,15,1,50,31,12,0,12,0,999,0.0,0.0,0,0,1,1,0,1,1,1,1
11158,11,1,39,31,18,0,120,72,924,0.0,2200.0,1,1,1,1,1,1,1,1,0
11159,24,1,20,31,12,0,240,12,950,0.0,350.0,0,0,1,1,0,1,1,0,2
11160,24,0,34,50,12,0,360,180,514,0.0,1446.0,1,1,1,1,0,1,1,1,0
11161,22,1,24,50,20,0,288,12,205,0.0,400.0,0,1,1,1,0,1,1,0,0
11162,19,1,63,31,8,0,120,0,13,0.0,236.0,0,0,1,1,0,1,1,1,0
11163,24,1,70,50,18,0,312,12,704,0.0,942.0,0,0,1,1,0,1,1,3,0
11164,15,1,65,31,20,0,480,12,13,0.0,292.0,0,0,1,1,0,1,1,2,0
11165,24,1,47,31,20,0,12,0,703,0.0,0.0,0,0,1,1,0,1,1,3,1
11166,23,1,63,31,12,0,216,0,13,0.0,1052.0,0,0,1,0,0,1,1,2,0
11167,1,1,28,31,8,0,12,12,166,0.0,400.0,0,1,1,1,0,1,1,1,1
11168,12,0,39,31,20,0,216,24,522,0.0,757.0,1,0,1,1,0,1,1,2,0
11169,16,1,30,31,18,0,96,12,950,0.0,1000.0,0,0,1,1,0,1,1,0,0
11170,13,0,24,50,18,0,12,12,38,0.0,240.0,0,0,1,1,0,1,1,0,0
11171,22,1,55,50,18,0,36,12,703,0.0,360.0,0,0,1,1,0,1,1,3,1
11172,22,1,36,50,12,0,36,60,950,0.0,300.0,0,0,1,1,0,1,1,1,0
11173,20,0,33,31,12,0,240,72,305,0.0,894.0,0,0,1,1,0,1,1,0,0
11174,24,1,64,31,18,0,192,84,725,0.0,7662.0,0,0,1,1,0,1,1,3,0
11175,55,1,45,50,12,0,12,48,953,0.0,430.0,0,0,1,1,0,1,1,4,1
11176,22,1,41,31,28,0,300,48,131,0.0,213.0,0,0,1,1,1,1,1,1,0
11177,19,1,29,31,12,0,312,12,110,0.0,510.0,0,1,1,1,1,1,1,0,0
11178,66,1,21,31,25,0,240,24,222,0.0,500.0,0,0,1,1,1,1,1,0,2
11179,55,1,29,31,12,0,300,24,38,0.0,500.0,0,1,1,1,1,1,1,0,0
11180,22,1,63,31,3,0,156,120,166,0.0,1200.0,0,1,1,1,0,1,1,2,0
11181,21,1,22,31,28,0,12,12,118,0.0,230.0,0,0,1,1,1,1,1,0,1
11182,22,1,33,31,12,0,96,96,131,0.0,600.0,0,1,1,1,0,1,1,0,0
11183,20,0,38,31,8,0,84,12,707,0.0,280.0,0,0,1,1,1,1,0,1,0
11184,16,1,39,31,18,0,48,12,725,0.0,386.0,0,0,1,1,0,1,1,0,0
11185,24,1,25,31,23,0,24,24,205,0.0,240.0,0,1,1,1,1,1,1,0,0
11186,14,1,21,31,12,0,252,24,205,0.0,180.0,0,0,1,1,1,1,1,0,0
11187,55,1,36,5,18,0,132,24,35,865.0,1033.0,0,0,1,1,0,1,1,0,0
11188,55,0,26,50,8,0,60,0,218,0.0,320.0,0,0,1,1,1,1,1,0,0
11189,15,1,36,31,12,0,420,0,999,0.0,0.0,0,0,1,1,0,1,1,1,0
11190,24,1,21,31,20,0,60,12,24,0.0,237.0,0,0,1,1,1,1,1,1,1
11191,17,0,36,31,3,0,12,12,999,0.0,1300.0,1,0,1,1,1,1,1,1,0
11192,23,0,24,31,8,0,12,60,36,0.0,295.0,0,0,1,1,1,1,1,0,0
11193,12,1,24,31,18,0,288,12,24,0.0,350.0,0,0,1,1,0,1,0,0,2
11194,12,1,21,31,25,0,60,0,950,0.0,900.0,0,1,1,1,0,1,1,0,0
11195,12,0,23,31,8,0,288,0,202,0.0,285.0,0,1,1,1,0,1,1,0,0
11196,12,1,21,31,28,0,24,0,950,0.0,350.0,0,1,1,1,0,1,1,1,0
11197,14,1,29,31,1,0,12,24,305,0.0,2000.0,0,0,1,1,1,1,1,1,1
11198,25,0,18,50,8,0,216,0,118,0.0,350.0,0,0,1,1,1,1,1,0,2
11199,23,0,19,31,12,0,36,12,38,0.0,370.0,0,0,1,1,1,1,1,0,2
11200,15,1,20,31,18,0,12,12,18,0.0,400.0,1,0,1,1,0,1,1,0,2
11201,17,1,38,31,28,0,456,12,999,0.0,1819.0,1,0,1,1,0,1,1,0,2
11202,3,1,39,31,18,0,36,108,205,700.0,446.0,1,1,1,1,1,1,1,1,1
11203,24,1,19,31,20,0,12,24,165,0.0,300.0,0,0,1,1,0,1,1,1,0
11204,3,1,38,31,20,0,420,120,950,800.0,300.0,0,0,1,1,0,1,1,1,0
11205,5,0,57,5,28,0,684,0,717,0.0,600.0,0,0,1,1,1,1,0,0,0
11206,10,0,39,31,18,0,24,240,514,0.0,800.0,0,1,1,1,1,1,1,0,1
11207,12,1,42,31,18,0,480,0,703,0.0,200.0,0,0,1,1,0,1,1,3,0
11208,22,0,20,50,23,0,12,24,855,0.0,263.0,0,0,1,1,1,1,1,0,0
11209,11,1,22,31,18,0,24,24,713,0.0,396.0,0,0,1,1,1,1,1,0,0
11210,14,1,32,31,12,0,12,48,712,0.0,947.0,0,0,1,1,1,1,1,0,1
11211,55,0,55,50,3,0,600,324,17,0.0,430.0,0,0,1,1,0,1,1,1,0
11212,25,1,36,31,18,0,180,60,950,0.0,1000.0,0,1,1,1,0,1,1,2,0
11213,17,0,31,50,18,0,372,24,264,0.0,611.0,1,1,1,1,1,1,1,2,0
