?ID_Shop;Age;FLAG_RESIDENCIAL_PHONE;AREA_CODE_RESIDENCIAL_PHONE;PAYMENT_DAY;SHOP_RANK;MONTHS_IN_RESIDENCE;FLAG_MOTHERS_NAME;FLAG_FATHERS_NAME;FLAG_RESIDENCE_TOWN_WORKING_TOWN;FLAG_RESIDENCE_STATE_WORKING_STATE;MONTHS_IN_THE_JOB;MATE_INCOME;FLAG_RESIDENCIAL_ADDRESS_POSTAL_ADDRESS;PERSONAL_REFERENCE_1;PERSONAL_REFERENCE_2;PERSONAL_NET_INCOME;QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION;TARGET_LABEL_BAD;Sex_Female;Marital_Status_C;Marital_Status_D;Marital_Status_O;Marital_Status_S;RESIDENCE_TYPE_A;RESIDENCE_TYPE_C;RESIDENCE_TYPE_O;PROFESSION_CODE_0;PROFESSION_CODE_1;PROFESSION_CODE_2;PROFESSION_CODE_3;PROFESSION_CODE_4;PROFESSION_CODE_5;PROFESSION_CODE_6;PROFESSION_CODE_7;PROFESSION_CODE_8
24;54;1;50;12;0;324;1;1;0;1;144;0.0;1;5;4;738.0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
25;32;1;31;1;0;120;1;1;1;1;36;0.0;1;6;7;400.0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
24;18;1;50;12;0;216;1;1;0;1;12;0.0;1;6;8;234.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
24;43;1;31;12;0;0;1;1;0;1;12;0.0;1;8;9;616.0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
3;24;1;31;3;0;24;1;1;0;1;60;1033.0;1;7;7;982.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;19;1;5;25;0;72;1;1;1;1;36;0.0;1;4;8;700.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
19;26;1;31;12;0;120;1;1;1;1;12;0.0;1;19;14;454.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
55;35;1;31;18;0;180;1;1;1;1;12;0.0;1;14;11;250.0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
18;18;1;23;18;3;24;1;1;0;1;0;0.0;1;12;11;200.0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10;18;0;31;25;0;12;1;1;0;1;0;0.0;1;5;3;270.0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
55;21;1;31;20;0;24;1;1;1;1;0;0.0;1;5;9;300.0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
17;60;1;31;3;0;396;1;1;0;1;0;0.0;1;6;6;538.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1;19;0;50;12;0;36;1;1;0;1;0;0.0;1;5;4;192.0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
23;29;1;31;12;0;12;1;1;1;1;12;0.0;1;4;8;870.0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;41;1;50;12;0;72;1;1;0;1;48;0.0;1;6;5;350.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;34;1;31;25;0;360;1;1;0;1;12;0.0;1;7;4;300.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
24;73;1;31;12;0;600;1;1;0;1;336;0.0;1;11;12;832.0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
23;55;1;31;20;0;180;1;1;0;1;0;3061.0;1;5;8;0.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
22;55;0;50;20;0;348;1;0;0;1;48;0.0;1;5;8;634.0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
55;31;0;50;12;0;0;1;1;1;1;96;0.0;0;10;9;220.0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
24;39;1;50;28;0;120;1;1;0;1;120;0.0;1;12;4;1500.0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
66;23;1;31;8;0;276;1;1;0;1;12;0.0;1;6;8;429.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
23;45;1;31;25;0;240;1;1;0;1;0;0.0;1;8;6;800.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
25;29;1;31;8;0;240;1;1;1;1;12;0.0;1;6;4;220.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
14;23;1;31;1;0;48;1;0;0;1;12;0.0;1;6;6;810.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
22;69;0;50;20;0;360;1;1;0;1;240;0.0;1;8;5;2893.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
16;36;1;31;28;0;240;1;1;0;1;0;0.0;1;7;5;500.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;37;1;5;18;0;96;1;1;1;1;12;421.0;1;21;18;599.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
11;39;1;31;28;0;240;1;1;0;1;0;0.0;1;14;13;800.0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
21;19;1;31;12;0;180;1;1;1;1;12;0.0;1;5;6;529.0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
55;22;1;50;8;0;132;1;1;1;1;24;0.0;1;13;5;800.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
10;32;1;31;6;0;96;1;1;0;1;0;0.0;1;12;3;471.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;22;1;50;28;0;264;1;1;0;1;12;0.0;0;13;11;220.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
25;18;1;31;12;0;216;1;1;0;1;24;0.0;1;15;5;250.0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
17;38;1;31;12;0;372;1;1;0;1;240;0.0;1;11;4;1400.0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19;20;1;31;12;0;120;1;1;1;1;12;0.0;1;24;25;600.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
8;37;1;31;20;0;444;1;1;1;1;180;0.0;1;5;8;900.0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
4;60;1;31;12;0;300;1;1;0;1;24;0.0;0;7;25;767.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
25;37;1;31;25;0;60;0;1;1;1;36;0.0;1;14;6;1361.0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
55;22;1;31;28;3;264;1;1;0;1;0;0.0;1;13;11;200.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
22;55;1;50;25;0;120;1;1;0;1;480;0.0;1;6;3;1200.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
20;68;1;31;28;0;600;1;1;0;1;12;0.0;1;14;14;400.0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
9;30;0;50;20;0;180;1;1;0;1;0;643.0;1;23;6;0.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15;49;1;31;18;0;264;1;1;0;1;0;0.0;1;6;5;0.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
17;34;1;31;8;0;360;1;1;0;1;24;0.0;1;15;14;600.0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18;37;1;5;12;0;420;1;1;1;1;12;0.0;1;7;9;259.0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
22;40;1;31;18;0;132;1;1;0;1;132;0.0;1;5;8;180.0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
22;19;0;50;20;0;228;0;1;0;1;48;0.0;1;5;6;400.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
24;41;1;31;3;0;24;1;1;1;1;180;0.0;1;3;8;1109.0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
9;18;1;5;12;0;216;1;0;1;1;12;0.0;1;9;24;240.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
24;19;0;31;12;0;228;1;1;1;1;12;0.0;1;6;4;459.0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
20;40;1;31;8;0;84;1;1;0;1;216;0.0;1;9;5;1862.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
25;30;1;50;18;0;360;1;1;1;1;0;0.0;1;11;6;350.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
24;25;0;50;11;0;36;1;1;1;1;12;0.0;1;12;5;608.0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
5;21;0;50;25;0;120;1;1;1;1;0;0.0;1;15;3;370.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
18;60;1;23;12;0;60;1;1;0;1;0;0.0;1;5;8;526.0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
20;38;1;31;3;0;60;1;0;1;1;0;0.0;1;5;3;546.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;52;1;31;12;0;156;1;1;0;1;12;0.0;1;4;6;954.0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
25;40;1;50;8;0;24;1;1;0;1;0;0.0;1;8;6;1500.0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
16;48;1;31;18;0;120;1;1;1;1;156;0.0;1;18;12;230.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
21;34;1;31;20;0;108;1;1;1;1;12;0.0;1;17;13;458.0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
6;18;1;5;28;0;216;1;0;1;1;12;0.0;1;8;23;360.0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
22;28;1;31;12;0;72;1;1;1;1;24;0.0;1;6;5;360.0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
20;30;0;50;8;0;360;1;1;1;1;120;0.0;1;7;5;1693.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2;50;0;50;28;0;72;1;1;0;1;12;0.0;1;16;8;202.0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2;72;0;50;12;0;600;1;1;0;1;0;0.0;1;5;7;360.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
55;38;1;31;18;0;24;1;1;1;1;72;0.0;1;14;14;850.0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
25;34;1;31;18;0;240;1;1;0;1;24;0.0;1;8;9;293.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
23;33;1;31;18;0;360;1;1;1;1;120;0.0;1;13;5;1000.0;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
6;26;1;24;18;0;24;1;1;1;1;12;0.0;1;16;16;1500.0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
24;33;0;50;18;0;12;1;1;0;1;108;0.0;1;5;6;500.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
23;50;1;31;3;0;360;1;1;1;1;24;0.0;1;13;5;4000.0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
24;18;0;31;20;0;216;1;1;0;1;24;0.0;1;5;6;180.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
25;23;0;31;12;0;60;1;1;1;1;24;0.0;1;6;5;535.0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
55;28;1;31;12;0;240;1;1;0;1;12;0.0;1;13;16;300.0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
55;36;1;50;12;0;108;1;1;0;1;0;0.0;1;14;15;4500.0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20;27;1;31;12;0;12;1;1;1;1;24;0.0;1;5;5;631.0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;40;1;31;8;0;60;1;1;1;1;60;0.0;0;7;8;330.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
25;32;1;31;28;0;300;1;1;1;1;24;0.0;1;12;5;450.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;41;1;31;12;0;240;1;1;1;1;240;0.0;1;11;16;1300.0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
1;31;1;31;18;0;60;1;1;1;1;48;0.0;1;5;3;698.0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
3;18;1;31;8;0;120;1;1;1;1;24;0.0;1;8;5;350.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
23;22;1;31;8;0;264;1;1;0;1;12;0.0;1;5;10;600.0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
96;18;1;31;18;0;12;1;1;0;1;24;0.0;1;6;4;200.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
24;23;1;31;20;0;264;1;1;1;1;12;0.0;1;6;7;220.0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
8;20;1;31;28;0;240;1;1;0;1;12;0.0;1;15;9;300.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
22;20;0;50;28;0;36;1;1;0;1;60;0.0;1;5;5;300.0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
55;37;1;31;8;0;96;1;1;0;1;0;0.0;1;15;6;300.0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
7;34;1;5;12;0;204;1;1;1;1;36;0.0;1;19;16;0.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
12;29;0;31;20;0;12;1;1;0;1;0;0.0;1;5;12;400.0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
11;34;1;31;8;0;324;1;1;1;1;36;0.0;1;6;13;455.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
10;31;1;31;12;3;120;1;1;0;1;0;0.0;1;4;6;300.0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
25;53;1;50;12;0;252;1;1;0;1;0;0.0;1;4;3;500.0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
24;18;1;31;23;0;216;1;1;1;1;12;0.0;1;8;4;180.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
20;47;1;31;8;0;24;1;1;1;1;0;0.0;1;14;3;1600.0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
25;38;1;31;18;0;120;1;1;0;1;0;0.0;1;12;7;800.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
25;18;1;50;18;0;216;1;1;1;1;0;0.0;1;6;7;180.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
16;19;1;31;12;0;144;1;1;0;1;12;0.0;1;13;12;244.0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
12;21;1;31;8;0;180;1;1;0;1;0;0.0;1;10;24;600.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;27;1;31;20;0;204;1;1;1;1;12;0.0;1;6;7;250.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
55;19;1;50;18;0;0;1;1;1;1;0;0.0;1;13;14;282.0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
55;51;0;50;12;0;480;1;1;1;1;36;0.0;1;11;12;220.0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
25;27;1;31;12;0;96;1;1;1;1;0;0.0;1;14;15;274.0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
24;44;1;31;12;0;84;1;1;1;1;12;0.0;1;5;7;353.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1;23;1;31;12;0;12;1;1;0;1;36;0.0;1;9;12;320.0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
20;28;1;31;20;0;84;1;1;1;1;36;0.0;1;21;25;950.0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
7;58;1;5;8;0;180;1;1;1;1;240;0.0;1;6;9;1670.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
19;19;1;50;12;0;24;1;1;1;1;24;0.0;1;21;11;237.0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
25;39;1;31;3;0;168;1;1;0;1;168;0.0;1;20;17;456.0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
15;59;1;31;1;0;192;1;1;0;1;0;3040.0;1;4;7;3040.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;39;1;31;18;0;468;1;1;1;1;72;0.0;1;13;15;1600.0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
6;50;1;24;25;0;360;1;1;1;1;24;0.0;1;20;24;1000.0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
25;38;1;31;20;0;108;1;1;1;1;48;0.0;1;4;3;482.0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
55;39;1;31;12;0;96;1;1;1;1;36;0.0;1;6;6;424.0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
25;57;0;50;18;0;564;1;1;1;1;72;0.0;1;10;7;225.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
25;36;0;31;12;0;48;1;1;1;1;36;0.0;1;9;7;300.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
9;31;1;5;8;0;12;1;0;1;1;12;0.0;1;13;14;1204.0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
12;70;1;31;8;0;408;1;1;0;1;0;0.0;1;15;14;180.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
23;55;1;31;3;0;12;1;1;1;1;12;0.0;1;6;10;360.0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
25;52;1;50;8;0;96;1;1;0;1;60;0.0;1;7;12;1500.0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
22;20;0;50;25;0;156;1;1;1;1;12;0.0;1;7;7;580.0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
21;46;1;31;18;0;36;1;1;1;1;60;0.0;1;4;5;635.0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
24;24;1;31;25;0;228;1;1;1;1;60;0.0;1;8;5;232.0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
55;42;1;31;3;0;132;1;1;1;1;0;0.0;1;18;14;2800.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
10;28;1;31;25;0;12;1;1;0;1;12;0.0;1;11;8;300.0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
7;19;1;5;8;0;12;1;0;1;1;12;0.0;1;6;8;200.0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
25;40;1;31;12;0;240;1;1;0;1;240;1000.0;1;6;4;400.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
24;63;1;50;12;0;360;1;1;0;1;84;0.0;1;4;5;337.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
25;27;1;31;12;0;84;1;1;0;1;24;1000.0;1;6;7;1000.0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
22;41;1;31;12;0;168;1;1;1;1;168;0.0;1;6;7;800.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
23;36;1;31;8;0;72;1;1;1;1;120;0.0;1;6;6;600.0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;18;1;31;8;0;204;1;1;1;1;12;0.0;1;9;6;250.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;64;1;31;18;0;420;1;1;0;1;12;0.0;1;6;3;180.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
23;41;1;31;28;0;480;1;1;0;1;72;0.0;1;23;8;500.0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;58;1;31;12;0;276;1;1;0;1;96;0.0;1;7;6;812.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20;29;1;31;12;0;216;1;1;1;1;12;0.0;1;7;6;459.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
22;33;0;50;20;0;36;1;1;0;1;24;0.0;1;5;6;201.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
20;33;1;31;20;0;12;1;1;1;1;84;0.0;1;10;7;833.0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
16;51;1;31;20;0;480;1;1;0;1;0;0.0;1;15;13;180.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
23;23;1;31;20;0;276;1;1;1;1;12;0.0;1;7;6;350.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
23;50;1;31;12;0;300;1;0;0;1;12;0.0;1;5;4;400.0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22;21;1;31;18;2;252;1;1;1;1;0;0.0;1;6;10;235.0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
66;64;1;31;12;0;720;1;1;0;1;36;0.0;1;15;20;420.0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4;34;0;31;8;0;168;1;1;0;1;24;0.0;0;22;22;300.0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
3;24;0;50;8;0;288;1;1;0;1;0;0.0;1;13;7;200.0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
17;25;0;50;8;0;300;1;1;0;1;84;0.0;1;5;8;260.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
18;38;0;50;8;0;24;1;1;0;1;12;0.0;1;24;25;707.0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
25;22;1;50;12;0;60;1;1;1;1;12;0.0;1;13;7;1100.0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
55;32;1;31;8;0;384;1;1;1;1;12;0.0;1;9;10;268.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
11;22;1;31;20;0;84;1;1;1;1;12;0.0;1;15;7;226.0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
12;35;0;31;12;0;72;1;1;1;1;84;0.0;1;4;19;688.0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1;36;1;31;28;0;432;1;1;0;1;12;0.0;1;7;4;180.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
13;21;0;31;12;0;192;1;1;1;1;24;0.0;1;9;4;275.0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
55;48;1;31;28;0;96;1;1;0;1;120;0.0;1;17;15;180.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
25;58;1;50;25;0;120;1;1;0;1;180;1400.0;1;20;15;1200.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;27;1;31;23;0;12;1;1;0;1;12;0.0;1;17;20;611.0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
7;48;1;5;18;0;180;1;1;0;1;12;0.0;1;24;3;400.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;37;1;31;12;0;12;1;1;0;1;0;2100.0;1;13;5;0.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
22;19;0;50;25;0;24;1;1;0;1;12;0.0;1;6;8;369.0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
12;20;1;31;18;0;60;1;1;0;1;12;0.0;1;18;5;300.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;19;1;31;8;0;60;1;1;1;1;12;0.0;1;7;11;377.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
55;21;1;31;8;0;252;1;1;0;1;12;0.0;1;6;6;222.0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
20;24;1;31;8;0;12;1;1;1;1;24;0.0;1;6;5;400.0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
1;45;1;31;18;0;156;1;1;0;1;48;0.0;1;6;22;1023.0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
55;30;1;31;28;0;24;1;1;1;1;24;0.0;1;17;15;1800.0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
2;32;1;31;23;0;0;1;1;0;1;0;0.0;1;23;5;800.0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55;54;1;31;20;0;480;1;1;0;1;36;0.0;1;5;12;4000.0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
16;25;1;31;28;0;156;1;1;0;1;36;0.0;1;12;15;322.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
17;50;1;31;12;0;420;1;1;0;1;12;0.0;1;15;13;300.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;21;1;31;18;0;72;1;1;0;1;12;0.0;1;18;6;200.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
55;28;0;31;12;0;48;1;1;1;1;60;0.0;1;15;15;212.0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
25;28;1;31;12;0;36;1;1;1;1;72;0.0;1;14;15;1000.0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
5;25;0;50;12;0;96;1;1;1;1;0;0.0;1;20;3;360.0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
24;29;1;31;18;0;60;1;1;1;1;36;0.0;1;12;6;713.0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
10;23;1;31;12;0;276;1;1;1;1;84;0.0;1;4;6;329.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
55;54;1;31;18;0;12;1;1;0;1;12;0.0;1;12;5;800.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
